id,status,brand,thumbnail,title,sale_price,short_desc,long_desc,slug
30,PRIVATE,41,https://www.majafarm.mk/media/products/2024/01/27/1654334692angi-sept-zalfija-pastili-za-grlo24-pastili-1-900x900-pad.jpg,"Angi Sept жалфија пастили за грло,24 пастили",188,"<p>Angi Sept жалфија пастили за грло,24 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,angi-sept-zhalfija-pastili-za-grlo24-pastili
31,PRIVATE,40,https://www.majafarm.mk/media/products/2024/01/27/1653909911septolete-total-pastili-za-grlo-16-pastili-1-900x900-pad.jpg,"Septolete total пастили за грло, 16 пастили",184,"<p>Septolete total пастили за грло, 16 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,septolete-total-pastili-za-grlo-16-pastili-1
32,PRIVATE,40,https://www.majafarm.mk/media/products/2024/01/27/1653910022septolete-total-pastili-za-grlo-limon-i-bozel-1-900x900-pad.jpg,Septolete total пастили за грло лимон и бозел,184,"<p>Septolete total пастили за грло лимон и бозел, 16 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,septolete-total-pastili-za-grlo-limon-i-bozel
33,PRIVATE,40,https://www.majafarm.mk/media/products/2024/01/27/1653909969septolete-total-pastili-za-grlo-limon-i-med-1-900x900-pad.jpg,Septolete total пастили за грло лимон и мед,184,"<p>Septolete total пастили за грло лимон и мед, 16 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,septolete-total-pastili-za-grlo-limon-i-med
50,PRIVATE,53,https://www.majafarm.mk/media/products/2024/01/30/1655279824lekadol-combo-kesichki-za-vozrasni10-monodozni-kjesichki-1_8oPYMxL.jpg,"Lekadol Combo кесички за возрасни,10 монодозни ќесички",270,"<p>Lekadol Combo кесички за возрасни,10 монодозни ќесички. Состав 500mg paracetamol/12.2 mg phenylephrine hydrochloride. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,lekadol-combo-kesichki-za-vozrasni10-monodozni-kjesichki
92,PRIVATE,53,https://www.majafarm.mk/media/products/2024/02/27/1653982727linex-junior-kesichki-za-deca-10-monodozni-kjesichki-1-900x900-pad.jpg,"Linex junior кесички за деца, 10 монодозни ќесички",370,"<p>Linex junior за деца, 10 монодзони кесички. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,linex-junior-kesichki-za-deca-10-monodozni-kjesichki
35,PRIVATE,55,https://www.majafarm.mk/media/products/2024/01/27/1653670511fervex-kesichki-za-vozrasni-8-monodozni-kjesichki-1-900x900-pad.jpg,"Fervex кесички за возрасни, 8 монодозни ќесички",35,"<p>Fervex кесички за возрасни, 8 монодозни кесички. Fervex за возрасни е наменет за третман на настинка, воспаление на слузницата на носот (ринит), воспаление на слузницата на носот и грлото (ринофарингит) и состојби слични на грип (бистар исцедок од носот, кивање, солзење), главоболка и/или покачена температура кај возрасни и деца над 15 годишна возраст. Состав: Активни компоненти: парацетамол 500mg, витамин Ц 250mg, фенирамин малеат 25mg Останати состојки: природна арома од есенцијални масла од лимон, цимет и каранфилче, природни екстракти од рум, ванила и карамел, сахароза. Напомена: оваа формулација содржи сахароза како засладувач. За дијабетичари и лица кои избегнуваат внес на шеќери се препорачува формулацијата Fervex без шеќер која ги содржи истите активни компоненти и аспартам како засладувач. Пред употребата на лекот внимателно прочитајте го упатството. За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>","<p>Употреба: Дозирање и начин на употреба: Вообичаено дозирање: 1 кесичка 2-3 пати на ден. Интервалот помеѓу дозите треба да биде најмалку 4 часа. Кај лица кои имаат нарушена бубрежна функција интервалот меѓу две дози треба да е најмалку 8 часа. Содржината на кесичката се раствора во чаша (200 ml) со топла или ладна вода. Препорачливо е да е водата топла, но да не преминува 60&deg;C. Времетраење на употреба: 3-5 дена. Ако не се забележи олеснување на симптомите по 5 дневна употреба на препаратот, пациентот треба да се консултира со лекар. Мерка на претпазливост: употребата на лекот може да предизвика поспаност. При примена не треба да возите или да ракувате со машини. Мерка на претпазливост: Употребата на лекот може да предизвика поспаност. При примена не треба да возите или да ракувате со машини.</p>",fervex-kesichki-za-vozrasni-8-monodozni-kjesichki
36,PRIVATE,43,https://www.majafarm.mk/media/products/2024/01/27/1677837501immunace-tableti-30-tableti-1-900x900-pad.jpg,"IMMUNACE таблети, 30 таблети",785,"<p>IMMUNACE таблети, 30 таблети. Immunace Original ги содржи сите витамини и минерали неопходни за правилно функционирање на имунолошкиот систем. Голема доза на витамин Д (10 мкг, 200% од препорачаната дневна доза), 150 мг витамин Ц, 15 мг цинк и 180 (г (327% PU) селен ја формираат оптималната комбинација што укажува на се повеќе истражувања е важно за правилен одговор на имунолошкиот систем со текот во време на епидемии. Immunace Original со само една таблета на ден ги обезбедува сите хранливи материи за кои има недвосмислен доказ за важноста за нормалното функционирање на имунолошкиот систем. Immunace Original содржи и витамин К, кој придонесува за нормално згрутчување на крвта. Проблеми поради формирање на згрутчување на крвта се забележани кај поголем број пациенти, дури и помлади возрасни групи, позитивни за новиот коронавирус. Во прилог на витамини и минерали, овој производ содржи потпорни аминокиселини и биофлавоноиди. Аминокиселината Л-цистеин во комбинација со витамин Д значително влијае на соодветното ниво на 25 OH вредности (статус на витамин Д) во крвта и ги намалува воспалителните процеси. Immunace Original е додаток во исхраната формулиран врз основа на релевантно истражување за влијанието на одредени микроелементи, витамини и минерали, врз функцијата на имунолошкиот систем.</p>",<p>Употреба: Едба таблета дневно со или веднаш по Вашиот главен оброк со полна чаша вода или студен напиток.</p>,immunace-tableti-30-tableti
37,PRIVATE,56,https://www.majafarm.mk/media/products/2024/01/27/1653993520now-omega-3-1000-mg-kapsuli-za-vozrasni100-kapsuli-1.jpg,"NOW Omega-3 1000 mg капсули за возрасни,100 капсули",745,"<p>Omega-3 1000 mg капсули за возрасни,100 капсули. Оmega-3 е есенцијална масна киселина неопходна за целокупното здравје и за растот и развојот низ сите фази на животот на човекот. Наречени се есенцијални бидејќи организмот не може да ги создаде самиот и мора да се добијат од храната или додатоците во исхрана. Тие се главни состојќи на клеточните мембрани, неопходни се за клеточна регенерација и репродукција, а хормоните, кои ги покренуваат сите функции во организмот, не може да се произведат без нив. Полезности: 1, DHA: -придонесува во одржување на нормален вид -придонесува во одржување на нормален вид кај новороденчиња до 12 месеци -придонесува за нормален развој на мозокот кај фетусот и доенчињата -придонесува за нормален развој на очите кај фетусот и доенчињата 2,DHA/EPA: -придонесуваат во одржувањето на нормален крвен притисок -придонесуваат во одржувањето на нормално ниво на триглицериди во крвта -придонесуваат во одржувањето на нормална функција на срцето Препорака за употреба: Како додаток во исхраната, земете 2 капсули 2 пати дневно со храна. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,now-omega-3-1000-mg-kapsuli-za-vozrasni100-kapsuli
51,PRIVATE,57,https://www.majafarm.mk/media/products/2024/01/30/accu-chek-active.webp,"ACCU-CHEK Active апарат за мерење на шеќер во крв+ ACCU-CHEK Active ленти, 100 ленти",2200,"<p>ACCU-CHEK Active апарат за мерење на шеќер во крв+ ACCU-CHEK Active ленти, 100 ленти</p>",,accu-chek-active-aparat-za-merenje-na-shekjer-vo-krv-accu-chek-active-lenti-100-lenti
56,PRIVATE,48,https://www.majafarm.mk/media/products/2024/01/30/1655204816nattokinn-kapsuli-za-vozrasni-30-kapsuli-1.jpg,"NATTOKINN капсули за возрасни, 30 капсули",1398,"<p>NATTOKINN капсули за возрасни, 30 капсули. Прв природен орален фибринолитик - Прв природен орален фибринолитик - Разградува крвни тромби и блокира слепување на тромбоцити - Намалува степен на атеросклероза и крвен притисок - Го штити нервниот систем - Безбеден за употреба, без несакани ефекти Активни состојки Натокиназа NSK-SD&reg; 2.000 FU/g 100 mg (екстракт од ферментирана соја), Фолна киселина (калциум-Л-метилфолат) 200 &mu;g.</p>",<p>Дозирање - употреба 1-2 капсули дневно со 200 ml вода. INNventa</p>,nattokinn-kapsuli-za-vozrasni-30-kapsuli
62,PRIVATE,65,https://www.majafarm.mk/media/products/2024/02/26/1655278599zano-inspire-inhalator-1-900x900-pad.jpg,ZANO inspire инхалатор,2980,"<p>ZANO inspire инхалатор. Целосен сет на додатоци: 1.Комплет на инхалаторот, 2. Цевка за вдишување, 3.Комплети(делови) за уста, 4. Маска за возрасни + маска за деца, 5.Филтри -5бр. Ниско ниво на бучава за време на работа (55db) , Компактност - Компатибилна големина и дизајн, Ефикасен третмант - Оптимална големина на честичките за ефикасно лекување , Погоден за деца и возрасни, Низок резидуален волумен. ЗАБАВНИ НАЛЕПНИЦИ - САМИ КРЕИРАЈТЕ ГО ВАШИОТ ZANO</p>",,zano-inspire-inhalator
38,PRIVATE,51,https://www.majafarm.mk/media/products/2024/01/28/1671726578liver-complex-kapsuli-za-vozrasni-30-kapsuli-1-900x900-pad.jpg,"Liver Complex капсули за возрасни, 30 капсули",540,"<p>Liver Complex капсули за возрасни, 30 капсули. Поддршка на функција на црн дроб и жолчно кесе. Поддршка на функција на црн дроб и жолчно кесе Редовно консумирање на алкохол и постојано внесување на масна храна може да го оптерети црниот дроб и да имаат влијание на неговата функција. И покрај неговата способност за делумно само регенерирање, потребно е да се води грижа за црниот дроб бидејќи претставува ризик за правилна исхрана и за детоксикација на штетни метаболити. Артичоката и екстрактот од Магарешки трн се две традиционално користени билки кои помагаат во одржување на здравјето на црниот дроб. Артичоката е единствено растение кое долго време е ценето поради неговите стимулативни својства на функцијата на црниот дроб. Една од неговите активни супстанци, цинарин, го стимулира протокот на жолчка, а со тоа и помагање на дигестијата. Магарешки трн е медитеранска билка добро позната во оваа област како тоник за црниот дроб. Содржи високи вредности на силимарин, мешавина од флавонолигнани кои ја зголемуваат активноста на ензимите во црниот дроб за детоксикација на штетни супстанции. Doppelherz&reg; aktiv Liver Complex ги содржи двете артичока и Магарешки трн за подобрување на дигестијата на тешки оброци како и за заштита и регенерација депонираното црнодробно ткиво. Б-витамините придонесуваат за нормален енергетски метаболизам Состав: 250мг екстракт од артичока (од кои полифенол &ge;5мг), 25мг екстракт од Магарешки трн (од кои флавонолигнани &ge;16мг), 5мг Цинк, 3мг Пантотенска киселина, 0.55мг Витамин Б1, 0.7мг Витамин Б2, 0.7 мг Витамин Б6.</p>",<p>Употреба: Земете 1 капсула на ден со оброк со доволно течност. Да не се џвака. Не ја надминувајте препорачаната дневна доза! Суплементи во исхраната не треба да се користат како замена за разновидна исхрана. Продуктот потребно е да се чува подалеку од дофат на деца.</p>,liver-complex-kapsuli-za-vozrasni-30-kapsuli
39,PRIVATE,51,https://www.majafarm.mk/media/products/2024/01/29/1654709847kollagen-11000-plus-vijali-za-vozrasni-30-vijali-1.jpg,"KOLLAGEN 11000 PLUS вијали за возрасни, 30 вијали",2850,"<p>KOLLAGEN 11000 PLUS вијали за возрасни,30 вијали. Шишенца со колаген хидролизат,хондроитин сулфат,витамини и елементи во трагови. Вкус на шумски плодови. За здрави и подвижни зглобови.</p>",,kollagen-11000-plus-vijali-za-vozrasni-30-vijali
40,PRIVATE,51,https://www.majafarm.mk/media/products/2024/01/29/1669029499stress-gute-nerven-tableti-30-tableti-1.jfif.jpg,"Stress-gute Nerven таблети, 30 таблети",590,"<p>Stress-gute Nerven таблети, 30 таблети. Doppelherz Stress &ndash; gute Nerven е додаток на исхраната, комбинација од Б витамини и екстракт од гинко билоба и лист од маточина за поддршка на функционирањето на нервниот систем. Главни карактеристики на Doppelherz Stress &ndash; gute Nerven: Содржи витамини Б кои го поддржуваат нормалното функционирање на нервниот систем. Со екстракт од лист од маточина и гинко билоба. Со една таблета од Doppelherz ја покривате вашата дневна потреба за сите Б витамини. Исто така, содржи 50 mg екстракт од гинко билоба и 40 mg екстракт од лист од маточина.</p>",,stress-gute-nerven-tableti-30-tableti
41,PRIVATE,51,https://www.majafarm.mk/media/products/2024/01/29/man-active1-450x450.jpg,Men Active капсули за мажи,675,"<p>Men Active капсули за мажи,30 капсули. Помага во поттикнување на машката сексуална активност,зголемување на либидото,потенцијата и сперматогенезата кај мажите. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт. Doppelherz</p>",,men-active-kapsuli-za-mazhi
42,PRIVATE,51,https://www.majafarm.mk/media/products/2024/01/29/1703155359kinder-multivitaminski-sirup-so-l-lysine-1-900x900-pad.jpg,KINDER мултивитамински сируп со L-Lysine,750,<p>KINDER мултивитамински сируп со L-Lysine 150ml. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>,,kinder-multivitaminski-sirup-so-l-lysine
43,PRIVATE,51,https://www.majafarm.mk/media/products/2024/01/29/1655382168diabetiker-vitamini-za-dijabetichari-30-tableti-1-900x900-pad.jpg,"Diabetiker витамини за дијабетичари, 30 таблети",595,"<p>Diabetiker витамини за дијабетичари, 30 таблети. Избалансираната исхрана игра важна улога кај дијабетичарите. Доволно снабдување со хром за дијабетичарите е многу важно бидејќи хромот придонесува за одржување на нормално ниво на шеќер во крвта. Витаминот Б6 има улога во нормалниот гликогенски метаболизам. Витамините Б6 и Б12, заедно со фолната киселина придонесуваат кон нормален метаболизам на хомоцистеин. Нормално ниво на хомоцистеин е важно за здрав кардио-васкуларен систем, а посебно за здрави крвни садови. Витаминот Ц придонесува кон нормално создавање на колаген, односно за нормална функција на крвните садови.Функционалните промени на панкреасот не дозволуваат правилно метаболизирање и искористување на шеќерите кои ги внесуваме па потребно е да се направи поддршка со одредена суплементација на есенцијални материи кои учестуваат во метаболизмот на шеќери.Diabetik витамини чествува во одржување на нормално ниво на гликозата во крвта. Лица над 16 години, една до две таблети дневно со храна. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,diabetiker-vitamini-za-dijabetichari-30-tableti
44,PRIVATE,58,https://www.majafarm.mk/media/products/2024/01/29/1654339162sendo-primo-aparat-za-merenje-na-krven-pritisok-1.jpg,SENDO PRIMO апарат за мерење на крвен притисок,1489,<p>SENDO PRIMO апарат за мерење на крвен притисок. 2 ГОДИНИ ГАРАНЦИЈА</p>,,sendo-primo-aparat-za-merenje-na-krven-pritisok
45,PRIVATE,36,https://www.majafarm.mk/media/products/2024/01/29/1654339097sendo-advance-3-digitalen-merach-na-krven-pritisok-1-900x900-pad.jpg,SENDO ADVANCE 3 дигитален мерач на крвен притисок,4315,<p>SENDO ADVANCE 3 дигитален мерач на крвен притисок. 5 ГОДИНИ ГАРАНЦИЈА</p>,,sendo-advance-3-digitalen-merach-na-krven-pritisok
54,PRIVATE,51,https://www.majafarm.mk/media/products/2024/01/30/4009932921724_DHS_Optimal_Eyes_Kap_30_fr_172922x.webp,"Eye Vital Plus Omega-3 капсули за возрасни,30 капсули",745,"<p>Eye Vital Plus Omega-3 капсули за возрасни,30 капсули Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт. Doppelherz</p>",,eye-vital-plus-omega-3-kapsuli-za-vozrasni30-kapsuli
53,PRIVATE,62,https://www.majafarm.mk/media/products/2024/01/30/1654708734ch-alpha-flakoni-za-vozrasni-1-300x300-pad.jpg,"CH Alpha флакони за возрасни, 30 флакони",2850,"<p>CH Alpha флакони за возрасни,30 ампули. Состав: Активни компоненти: Биоактивен хидролизиран колагенски пептид. Адитиви: Вода, ацидулант, (цитрична киселина), малт екстрат, витамин Ц, арома, Калиум сорбат, вештачки засладувачи (ацесулфам-калиум, натриум цикламат, сукралоза). За дијабетичари: една единица (25 ml.) &lt; 0,2 Разменети единици Секоја CH Alpha вијала содржи 10 грама високо квалитетен биоактивен колагенски пептид кои учествува во стимулативен процес на рскавично ткиво како и поткрепа на тетиви лигаменти и менискус. Чување: Да се чува надвор од директна сончева светлина на сончева температура. Да се чува надвор од дофат на деца.</p>",<p>Препорачана доза: Една вијала на ден. Препорачуваме дневна доза од една вијала на ден низ период од 3 месеци. Вијалата се раствара во вода. Препораната дневна доза не се надминува.</p>,ch-alpha-flakoni-za-vozrasni-30-flakoni
59,PRIVATE,4,https://www.majafarm.mk/media/products/2024/02/26/1654860263cartinormbiocollagen-prashok-za-oralen-napitok-20-kjesichk_1a3fouQ.jpg,CARTINORM+BIOcollagen прашок за орален напиток 20 ќесички,1395,"<p>CARTINORM+BIOcollagen прашок за орален напиток,20 ќесички. Состав: Глукозамин сулфат, Хондроинтин суфат, Фортигел биоактивни колаген пептиди, Витамин Ц. Начин на употреба : Содржината на ќесичката да се раствори во чаша со вода. Да се зема во облик на напиток еднаш дневно. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,cartinormbiocollagen-prashok-za-oralen-napitok-20-kjesichki
57,PRIVATE,40,https://www.majafarm.mk/media/products/2024/01/30/FLEBAVEN_pack_30x1000mg_MKD.jpg,ФЛЕБАВЕН 1000 mg x 30 таблети,735,"<p>Флебавен ја намалува појавата на отоци (едеми) и има против-воспалителни дејства. Наменет е за употреба кај возрасни лица за лекување на знаци и симптоми на хронична венска болест, како што се болка, чувство за тежина во нозете, замор во нозете, немирни нозе, ноќни грчеви итн.</p>",<p>Флебавен треба да се зема заедно со оброците. Голтнете ја таблетата со малку течност.</p>,flebaven-1000-mg-x-30-tableti
58,PRIVATE,40,https://www.majafarm.mk/media/products/2024/01/30/FLEBAVEN_pack_30x500mg_MKD.jpg,ФЛЕБАВЕН 500 mg x 30 таблети,438,"<p>Флебавен ја намалува појавата на отоци (едеми) и има против-воспалителни дејства. Наменет е за употреба кај возрасни лица за лекување на знаци и симптоми на хронична венска болест, како што се болка, чувство за тежина во нозете, замор во нозете, немирни нозе, ноќни грчеви итн.</p>",<p>Флебавен треба да се зема заедно со оброците. Голтнете ја таблетата со малку течност.</p>,flebaven-500-mg-x-30-tableti
55,PRIVATE,48,https://www.majafarm.mk/media/products/2024/01/30/1660203155oligopinn-kapsuli-30-kapsuli-1-900x900-pad.jpg,"OLIGOPINN капсули, 30 капсули",1055,"<p>OLIGOPINN капсули, 30 капсули. OLIGOPINN&reg; e додаток во исхрана на база на сув екстракт на кора од приморски бор кој содржи стандардизиран состав на процијанидин, биофлавоноид, катехин и органски киселини. Екстрактот на кора од приморски бор ги штити крвните садови и придонесува во одржување на нормална циркулација. Моќен природен антиоксидант Ги штити крвните садови и обез бедува нормален проток на крвта Го подобрува тонусот и еластичноста на вените Го намалува крвниот притисок Спречува таложење на масти на ѕидовите на крвните садови Активни состојки Сув екстракт на кора од приморски бор (Pinus pinaster), 75 mg Индикации за употреба -Во примарна превенција на кардиоваскуларни болести: -Атеросклероза -Висок крвен притисок -Гојазност -Хиперлипидемија -Дијабетес мелитус -Венска стаза -Кај пациенти со високи нивоа на оксидативен стрес -Кај пациенти со висок крвен притисок</p>",<p>Начин на употреба Возрасни: 2 капсули на ден со 200 ml вода.</p>,oligopinn-kapsuli-30-kapsuli
60,PRIVATE,63,https://www.majafarm.mk/media/products/2024/02/26/1654161625alanerv-kapsuli-za-vozrasni-20-meki-kapsuli-1-900x900-pad.jpg,ALAnerv капсули за возрасни 20 меки капсули,1340,"<p>ALAnerv капсули за возрасни,20 меки капсули. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт</p>",,alanerv-kapsuli-za-vozrasni-20-meki-kapsuli
63,PRIVATE,66,https://www.majafarm.mk/media/products/2024/02/26/1689861635ge-132-kapsuli-60-kapsuli-1.jpg,"GE 132+ капсули, 60 капсули",4320,"<p>GE 132+ капсули, 60 капсули. Германиумот во Активна Органска форма како Ge 132 се смета за едно од најголемите откритија во нутритивниот пристап кон надминување на состојбите предизвикани од разни заболувања. Кај луѓето кои редовно го употребуваат, Ge 132 делува на тој начин што му помага на човековиот организам да се ослободи од токсичните материи кои ги внесува преку употреба на хемизирана храна, неквалитетна вода, загаден воздух и слично, овозможувајќи му на организмот самиот да ја надмине состојбата на нарушено здравје. Ge 132 денес во светски рамки се користи на повеќе начини, а во комбинација со соодветен и правилен начин на исхрана помага во надминување на дисбалансот во организмот кој се јавува при повеќето несакани состојби во организмот. Истиот може да се користи истовремено со разни терапии, додека во комбинација со одредени диети, тој во многу центри и советувалишта се користи за надминување на оксидативниот стрес и други несакани состојби во организмот. Несаканите и непожелни состојби во организмот, во последните децении добија епидемиски размери во целиот свет. Настанувањето на овие состојби е сложен процес со многубројни фактори кои ги предизвикуваат. Делумно можат да се припишат како наследни, но сепак во голема мера можат да бидат предизвикани заради загадената работна и животна средина, несоодветниот животен стил и навики, недоволната физичка активност, неправилната исхрана, загадената вода, прекумерното конзумирање алкохол, пушењето и слично.</p>","<p>Употреба: 1X1 капсула до 2X2 капсули, пред појадок и пред ручек со вода.</p>",ge-132-kapsuli-60-kapsuli
